week_starting_date,sales,bing_brand_search_clicks,bing_brand_search_spend,blackfriday_dummy,covid_trend,google_brand_search_clicks,google_brand_search_imp,google_brand_search_spend,google_display_clicks,google_display_imp,google_display_spend,google_nonbrand_search_clicks,google_nonbrand_search_imp,google_nonbrand_search_spend,google_video_clicks,google_video_imp,google_video_spend,gwp_units_distributed,launch_fragrance_trend,launch_makeup_trend,launch_skincare_trend,market_sales,mothersday_dummy,nongoogle_display_spend,nongoogle_video_spend,pinterest_awareness_imp,pinterest_awareness_spend,pinterest_conversion_imp,pinterest_conversion_spend,print_coop_spend,print_pure_spend,samples_quantity_distributed,snap_awareness_imp,snap_awareness_spend,snap_conversion_imp,snap_conversion_spend,tiktok_awareness_imp,tiktok_awareness_spend,tv_coop_spend,tv_pure_imp,tv_pure_spend,vday_dummy,xmas_dummy,youtube_video_spend,fbig_spend,fbig_imp,youtube_video_imp,outdoor_impressions,outdoor_spend
2019-03-25,9283960.822,1592.712301,6094.415181,0,0.0,4669.455139,194113.7818,4263.366517,1909.090637,3270127.814,13680.0623,5093.110317,174979.2768,13208.83297,995.2813935,646405.3185,6776.71537,0,10.22843952,0.033977548,2.310732842,355806210.9,0,0.0,0.0,0.0,0.0,1213088.539,5663.837453,476.8806485,346712.6402,632548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17619.13572,0.0,0.0,1261825.234,0.0,0.0
2019-04-01,8030813.165,1411.407502,5280.962097,0,0.0,4353.695511,208962.8517,3694.312959,804.1521347,932129.4679,4133.360723,5303.616735,203297.6748,12834.14916,1772.569738,477717.0129,5269.9098,3000,10.77617857,0.481246953,3.355096437,305307156.2,0,0.0,0.0,0.0,0.0,342759.8341,1968.218926,12306.02374,0.0,367026,0.0,0.0,0.0,0.0,0.0,0.0,59168.89068,0.0,0.0,0,0,9911.156297,0.0,0.0,776745.5416,0.0,0.0
2019-04-08,7843202.927,1288.649044,5529.576649,0,0.0,4085.057613,255101.6309,3868.232018,811.6387647,1130443.689,4946.50557,5231.392776,163785.4438,12310.25242,2180.811266,649690.1875,6727.313442,38562,14.42070991,1.269473733,4.501010415,294014825.4,0,20573.32966,0.0,0.0,0.0,102470.6654,499.3714763,15819.24378,102980.9279,283944,0.0,0.0,0.0,0.0,0.0,0.0,59168.89068,0.0,0.0,0,0,9887.215753,0.0,0.0,731250.7597,0.0,0.0
2019-04-15,10981537.49,1214.364438,3819.145692,0,0.0,2733.060322,119671.1374,2671.694885,2595.658643,3121028.936,9579.78375,5296.130105,159996.3283,12546.92681,2204.592326,607289.879,6208.477699,0,19.11838514,1.079326369,6.801142777,308814771.7,0,20573.32966,0.0,0.0,0.0,123.2528835,0.0,15819.84762,94093.62343,230330,0.0,0.0,0.0,0.0,0.0,0.0,59168.89068,0.0,0.0,0,0,12696.93727,0.0,0.0,4236796.123,0.0,0.0
2019-04-22,8798635.058,1359.156466,3882.717825,0,0.0,2749.354752,47785.83781,2716.166962,2163.636056,3705754.993,11299.58231,5337.967155,160167.64,12553.78808,1901.604008,505155.5116,5192.878609,0,25.21773811,2.245585034,9.275725767,313920748.1,0,20573.32966,0.0,0.0,0.0,117.3129855,0.0,7034.594762,257917.8309,228922,0.0,0.0,0.0,0.0,0.0,0.0,59168.89068,0.0,0.0,0,0,16603.8248,0.0,0.0,8522927.277,0.0,0.0
2019-04-29,9088033.069,1983.650775,5240.483028,0,0.0,2590.814353,53501.21919,3665.995704,2761.685672,4374402.209,14127.51098,5570.052683,158679.1218,11516.7357,415.2877673,152555.4989,2023.091678,0,26.93197324,2.295639489,12.30344105,400513086.4,0,0.0,0.0,0.0,0.0,109.3931215,0.0,27329.32676,0.0,230829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4981.647374,6283.43468,526737.666,4777250.986,0.0,0.0
2019-05-06,25955030.73,1957.210492,6197.161724,0,0.0,2721.610182,56760.54556,4335.243171,650.0156357,732882.9407,4486.323447,5760.741552,157798.7822,11232.48598,59.45264961,202986.319,3653.753742,0,28.26141514,2.042604025,8.288999147,462255719.5,1,0.0,19750.39662,0.0,0.0,102.0,0.0,36851.13955,10961.21599,808806,0.0,0.0,0.0,0.0,0.0,0.0,146896.6326,0.0,0.0,0,0,0.0,18912.86293,1500843.631,0.0,0.0,0.0
2019-05-13,9793229.745,2359.480516,4489.887453,0,0.0,2168.920736,44992.44405,3140.914306,239.5721584,158110.1379,2845.982483,5848.379162,154577.3294,11706.72875,50.20445967,168016.2705,3024.292869,0,22.63237111,2.632453857,7.692703128,295458578.9,0,0.0,19750.39662,0.0,0.0,110.3831045,0.0,36851.14291,136054.0395,478114,0.0,0.0,0.0,0.0,0.0,0.0,146896.6326,0.0,0.0,0,0,0.0,8320.434234,625166.7263,0.0,0.0,0.0
2019-05-20,9953995.288,2214.688488,5480.523028,0,0.0,2417.741084,43253.78435,3833.91641,221.9565585,145836.0283,2625.048509,6169.863859,158784.375,12024.19269,47.56211969,178148.3232,3206.669817,3198,20.94212102,2.852857524,7.59209847,289030005.4,0,0.0,19750.39662,0.0,0.0,77.71366549,0.0,21490.0307,69175.35703,382228,0.0,0.0,0.0,0.0,0.0,0.0,146896.6326,0.0,0.0,0,0,0.0,4241.990412,329951.039,0.0,0.0,0.0
2019-05-27,7779670.759,1723.654656,11291.22854,0,0.0,4467.316131,70965.32491,7898.812969,2469.707104,4204518.685,19855.88162,5153.884136,128043.3917,9694.076004,62.09498959,204948.6969,3689.076543,38430,20.15442301,3.649920197,8.800361328,267042304.5,0,0.0,0.0,0.0,0.0,14.3547535,0.0,16416.42863,0.0,552615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
